"ID","Orden","Fase","Módulo","Nivel","Semana sugerida","Lección","Tema","Objetivo de aprendizaje","Conceptos clave","Ejercicio guiado","Tarea / Entregable","Proyecto asociado","Herramientas","Duración clase (h)","Práctica sugerida (h)","Prioridad","Estado"
"L082","525","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","26","7","Manejo de Errores y Códigos de Estado","Responder correctamente ante errores.","HTTP status, exceptions, 404, 400","Agregar manejo de errores.","Errores controlados.","Blog API","FastAPI","2,","2,","Alta","Pendiente"
"L083","526","Fase 3","Backend FastAPI & Python","Nivel 1: Fundamentos de APIs y Bases de Datos","26","8","Evaluación Práctica Nivel 1 (Blog API)","Construir una API básica completa.","FastAPI, Pydantic, CRUD","Crear Blog API con CRUD.","Repo + pruebas manuales.","Blog API","FastAPI","2,","2,","Alta","Pendiente"
"L084","527","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","26","1","Estructura de Proyecto y APIRouter","Organizar una API profesional por módulos.","APIRouter, routers, services, schemas","Separar rutas y modelos.","Proyecto organizado.","API profesional","FastAPI","2,","2,","Alta","Pendiente"
"L085","528","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","27","2","Inyección de Dependencias","Reutilizar lógica y configuración.","Depends, dependency injection, session","Crear dependencia para DB/session.","Dependencia funcionando.","API profesional","FastAPI","2,","2,","Alta","Pendiente"
"L086","529","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","27","3","Relaciones en Base de Datos (Foreign Keys)","Conectar tablas relacionadas.","foreign key, relationship, one-to-many","Relacionar usuarios y posts/clientes y pedidos.","Relaciones funcionando.","API profesional","PostgreSQL, ORM","2,","2,","Alta","Pendiente"
"L087","530","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","27","4","Autenticación y Seguridad (JWT) - Parte 1","Entender tokens y login.","JWT, password hashing, login","Crear registro/login básico.","Endpoint de login.","API profesional","FastAPI, JWT","2,","2,","Alta","Pendiente"
"L088","531","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","28","5","Autenticación y Seguridad (JWT) - Parte 2","Proteger rutas con JWT.","authorization, bearer token, protected routes","Proteger CRUD por usuario.","Rutas seguras.","API profesional","FastAPI, JWT","2,","2,","Alta","Pendiente"
"L089","532","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","28","6","Bases de Datos Reales (PostgreSQL)","Usar una base real de producción.","PostgreSQL, connection string, migrations","Migrar de SQLite a PostgreSQL.","API conectada a PostgreSQL.","API profesional","PostgreSQL","2,","2,","Alta","Pendiente"
"L091","533","Fase 3","Backend FastAPI & Python","Nivel 2: Arquitectura, Seguridad y Producción","29","8","Capstone Project & Cloud Deploy","Publicar API en la nube.","deploy, logs, env vars, docs","Desplegar API y probar endpoints.","URL pública + documentación.","API desplegada","Render/Railway/Fly.io","2,","2,","Alta","Pendiente"
"L092","534","Fase 4","n8n Avanzado + APIs","Integración profesional","29","1","Repaso de webhooks n8n","Conectar formularios y APIs con flujos n8n.","webhook, payload, response","Crear webhook que reciba JSON.","Webhook probado.","Automatización IA","n8n","2,","2,","Media","Pendiente"
"L093","535","Fase 4","n8n Avanzado + APIs","Integración profesional","29","2","Consumo de APIs desde n8n","Llamar servicios externos desde n8n.","HTTP Request, headers, body, auth","Llamar tu API FastAPI desde n8n.","Flujo conectado.","Automatización IA","n8n, FastAPI","2,","2,","Media","Pendiente"
"L094","536","Fase 4","n8n Avanzado + APIs","Integración profesional","30","3","Manejo de errores","Evitar que un flujo falle sin control.","error workflow, retries, IF, fallback","Crear ruta de error y alerta.","Flujo robusto.","Automatización IA","n8n","2,","2,","Media","Pendiente"
"L095","537","Fase 4","n8n Avanzado + APIs","Integración profesional","30","4","IA en n8n con datos estructurados","Usar IA con entradas y salidas controladas.","prompt, JSON, schema, parser","Generar respuesta JSON desde IA.","Salida validada.","Automatización IA","n8n, OpenAI","2,","2,","Media","Pendiente"
"L096","538","Fase 4","n8n Avanzado + APIs","Integración profesional","30","5","Integración WhatsApp / Email","Responder o notificar desde canales reales.","WhatsApp, Gmail, SMTP, template","Enviar resumen automático.","Mensaje generado.","Automatización IA","n8n","2,","2,","Media","Pendiente"
"L097","539","Fase 4","n8n Avanzado + APIs","Integración profesional","31","6","Google Sheets como base simple","Usar hojas como base temporal.","Google Sheets node, append, lookup, update","Guardar clientes en Sheets.","Base funcionando.","Automatización IA","n8n, Google Sheets","2,","2,","Media","Pendiente"
"L098","540","Fase 4","n8n Avanzado + APIs","Integración profesional","31","7","Flujo con humano en el medio","Diseñar aprobación antes de acción final.","human-in-the-loop, approval, status","Crear flujo de aprobación.","Aprobación manual integrada.","Automatización IA","n8n","2,","2,","Media","Pendiente"
"L099","541","Fase 4","n8n Avanzado + APIs","Integración profesional","31","8","Mini capstone n8n avanzado","Construir flujo profesional conectado a app/API.","webhooks, API, IA, Sheets, error handling","Automatización completa: recibe, analiza, guarda y responde.","Demo funcional.","Automatización IA","n8n, FastAPI, IA","2,","2,","Media","Pendiente"
"L102","542","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 1: Fundamentos de LLMs y Chatbots","32","3","Parámetros de Control y Determinismo","Controlar creatividad, longitud y consistencia.","temperature, max tokens, top_p, seed","Probar diferentes temperaturas.","Tabla comparativa de respuestas.","Asistente IA","OpenAI/Anthropic","2,","2,","Alta","Pendiente"
"L103","543","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 1: Fundamentos de LLMs y Chatbots","33","4","Memoria Conversacional","Mantener contexto de una conversación.","chat history, memory, context window","Crear chatbot con historial en memoria.","Chatbot simple.","Asistente IA","Python","2,","2,","Alta","Pendiente"
"L104","544","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 1: Fundamentos de LLMs y Chatbots","33","5","Salidas Estructuradas (JSON Mode)","Forzar respuestas usables por software.","JSON mode, schemas, parsing","Extraer datos de un texto en JSON.","Extractor JSON funcional.","Asistente IA","Python","2,","2,","Alta","Pendiente"
"L105","545","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 1: Fundamentos de LLMs y Chatbots","33","6","Creación de Interfaces con Streamlit","Crear una interfaz rápida para apps de IA.","Streamlit, inputs, buttons, session state","Crear UI para chatbot.","App Streamlit local.","Asistente IA","Streamlit","2,","2,","Alta","Pendiente"
"L106","546","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 1: Fundamentos de LLMs y Chatbots","34","7","Clasificación y Análisis de Sentimiento","Clasificar textos automáticamente.","classification, sentiment, labels, confidence","Clasificar comentarios positivos/negativos.","Clasificador de comentarios.","Asistente IA","Python, IA","2,","2,","Alta","Pendiente"
"L108","547","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","34","1","Introducción a RAG (Retrieval-Augmented Generation)","Entender cómo responder con documentos propios.","RAG, retrieval, generation, context","Diagramar flujo RAG.","Resumen + diagrama.","Base de Conocimiento IA","Python","2,","2,","Alta","Pendiente"
"L109","548","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","35","2","Embeddings (Vectores) explicados","Convertir texto en vectores para búsqueda semántica.","embedding, vector, similarity, chunk","Generar embeddings de textos simples.","Ejemplo con similitud.","Base de Conocimiento IA","Python","2,","2,","Alta","Pendiente"
"L110","549","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","35","3","Bases de Datos Vectoriales (ChromaDB)","Guardar y consultar vectores.","ChromaDB, collection, persist, metadata","Crear colección con documentos.","Vector DB local.","Base de Conocimiento IA","ChromaDB","2,","2,","Alta","Pendiente"
"L111","550","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","35","4","Búsqueda y Recuperación (Retrieval)","Buscar el contexto correcto antes de responder.","similarity search, top_k, metadata filter","Buscar fragmentos relevantes.","Retrieval funcionando.","Base de Conocimiento IA","ChromaDB","2,","2,","Alta","Pendiente"
"L112","551","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","36","5","Chat with your PDF","Construir un chatbot que lea PDFs.","PDF loader, chunking, retrieval QA","Cargar PDF y responder preguntas.","Chatbot PDF.","Base de Conocimiento IA","Python, PDF","2,","2,","Alta","Pendiente"
"L113","552","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","36","6","Agentes y Herramientas (Function Calling)","Permitir que la IA llame funciones.","function calling, tools, agent, schema","Crear función consultar_cliente y llamarla desde IA.","Tool calling funcional.","Base de Conocimiento IA","OpenAI/Anthropic","2,","2,","Alta","Pendiente"
"L114","553","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","36","7","Optimización, Costos y Alucinaciones","Reducir errores y controlar costos.","prompt guardrails, caching, token usage, evals","Medir tokens y mejorar prompt.","Checklist de calidad.","Base de Conocimiento IA","Python","2,","2,","Alta","Pendiente"
"L115","554","Fase 5","IA Aplicada: Chatbots & RAG","Nivel 2: RAG, Vectores y Contexto Real","37","8","Capstone Project: Base de Conocimiento Inteligente","Crear una base de conocimiento usable.","RAG integral, UI, evaluation","App que responde desde documentos.","Demo + repo + documentación.","Base de Conocimiento IA","Python, ChromaDB, Streamlit","2,","2,","Alta","Pendiente"
"L116","555","Fase 6","Full Stack MVP con IA","Nivel 1: De la Servilleta al Prototipo Funcional","37","1","La Arquitectura del MVP y Setup","Definir producto, alcance mínimo y stack.","MVP, user stories, architecture, repo","Diseñar MVP de app IA.","Documento de alcance.","MVP SaaS IA","Next.js, Supabase","2,","2,","Alta","Pendiente"
"L117","556","Fase 6","Full Stack MVP con IA","Nivel 1: De la Servilleta al Prototipo Funcional","37","2","Diseño de Base de Datos con IA","Diseñar tablas necesarias con ayuda de IA.","entities, relationships, schema, Postgres","Crear esquema usuarios/proyectos/mensajes.","Diagrama + SQL inicial.","MVP SaaS IA","Supabase","2,","2,","Alta","Pendiente"
"L118","557","Fase 6","Full Stack MVP con IA","Nivel 1: De la Servilleta al Prototipo Funcional","38","3","UI Rápida con v0 y Shadcn","Crear interfaz profesional rápidamente.","v0, shadcn, components, Tailwind","Generar pantalla de dashboard.","UI base integrada.","MVP SaaS IA","v0, shadcn","2,","2,","Alta","Pendiente"
"L119","558","Fase 6","Full Stack MVP con IA","Nivel 1: De la Servilleta al Prototipo Funcional","38","4","Autenticación de Usuarios (Auth)","Permitir registro e inicio de sesión.","auth, session, protected route, user profile","Configurar login con Supabase.","Login funcional.","MVP SaaS IA","Supabase Auth","2,","2,","Alta","Pendiente"
"L120","559","Fase 6","Full Stack MVP con IA","Nivel 1: De la Servilleta al Prototipo Funcional","38","5","Conexión Frontend-Backend (Server Actions)","Crear acciones que escriben y leen datos.","server actions, mutations, DB writes","Guardar proyecto o solicitud.","Formulario conectado a DB.","MVP SaaS IA","Next.js","2,","2,","Alta","Pendiente"
